actual_price,model,predicted_price
780000.0,XGBoost,761831.5625
525000.0,XGBoost,589594.0625
244950.0,XGBoost,279438.3125
470000.0,XGBoost,527670.625
240000.0,XGBoost,327479.15625
329000.0,XGBoost,369693.9375
1100000.0,XGBoost,1022555.3125
440000.0,XGBoost,460025.28125
475000.0,XGBoost,327862.5625
385000.0,XGBoost,443685.1875
865000.0,XGBoost,867478.9375
439950.0,XGBoost,455652.9375
335000.0,XGBoost,377492.03125
490000.0,XGBoost,349139.71875
895000.0,XGBoost,1129724.875
500000.0,XGBoost,427223.71875
208950.0,XGBoost,195122.0
395000.0,XGBoost,416592.25
385000.0,XGBoost,374155.5625
235000.0,XGBoost,309452.5625
445000.0,XGBoost,457082.625
913888.0,XGBoost,798130.0
334000.0,XGBoost,320697.96875
379880.0,XGBoost,351610.71875
780000.0,XGBoost,833846.25
427500.0,XGBoost,496414.5625
730000.0,XGBoost,719392.3125
225000.0,XGBoost,334297.21875
575000.0,XGBoost,581400.5625
657000.0,XGBoost,635216.4375
368000.0,XGBoost,371771.40625
460000.0,XGBoost,496400.8125
808000.0,XGBoost,826205.25
539000.0,XGBoost,493848.65625
720000.0,XGBoost,773865.625
900000.0,XGBoost,915419.4375
309950.0,XGBoost,234040.796875
640000.0,XGBoost,657886.4375
333800.0,XGBoost,286095.5625
1328000.0,XGBoost,1310387.75
398000.0,XGBoost,417480.34375
521450.0,XGBoost,480258.5625
525000.0,XGBoost,510698.4375
300000.0,XGBoost,260267.5
559000.0,XGBoost,549005.1875
357000.0,XGBoost,395950.21875
252500.0,XGBoost,251842.15625
355000.0,XGBoost,382603.84375
343000.0,XGBoost,301814.84375
255000.0,XGBoost,349072.78125
465000.0,XGBoost,473052.3125
615000.0,XGBoost,580900.125
229000.0,XGBoost,185726.671875
600000.0,XGBoost,643068.3125
450000.0,XGBoost,494441.0
234000.0,XGBoost,222956.421875
480000.0,XGBoost,453984.28125
672500.0,XGBoost,693139.1875
375000.0,XGBoost,387487.28125
230000.0,XGBoost,246877.828125
575000.0,XGBoost,575749.375
1350000.0,XGBoost,1314827.75
280000.0,XGBoost,304024.21875
530000.0,XGBoost,483796.8125
230000.0,XGBoost,310110.75
385000.0,XGBoost,434536.25
455000.0,XGBoost,458698.375
311000.0,XGBoost,322407.59375
616300.0,XGBoost,651929.375
594000.0,XGBoost,587978.5625
440000.0,XGBoost,470831.1875
425000.0,XGBoost,514398.21875
550000.0,XGBoost,572688.25
835100.0,XGBoost,793179.6875
375000.0,XGBoost,434147.71875
1350000.0,XGBoost,1298885.125
880000.0,XGBoost,1063708.25
415000.0,XGBoost,447914.125
335000.0,XGBoost,405430.78125
308000.0,XGBoost,324840.1875
920000.0,XGBoost,975847.25
453500.0,XGBoost,421171.8125
358000.0,XGBoost,327471.65625
335000.0,XGBoost,357456.125
525000.0,XGBoost,621319.9375
660000.0,XGBoost,596409.75
728000.0,XGBoost,750830.5625
549000.0,XGBoost,567188.1875
481203.0,XGBoost,484637.78125
820000.0,XGBoost,797837.0625
515000.0,XGBoost,476492.0625
550000.0,XGBoost,528256.25
750000.0,XGBoost,736981.3125
445000.0,XGBoost,505444.75
1250000.0,XGBoost,1129327.5
745000.0,XGBoost,633051.9375
2700000.0,XGBoost,2146687.0
928950.0,XGBoost,1011127.1875
675000.0,XGBoost,524839.5625
695000.0,XGBoost,676914.125
2260000.0,XGBoost,1878786.125
578000.0,XGBoost,585379.125
372000.0,XGBoost,380354.4375
275000.0,XGBoost,275678.5625
835000.0,XGBoost,862968.6875
1049000.0,XGBoost,866983.5
545000.0,XGBoost,569352.75
370000.0,XGBoost,359656.90625
385000.0,XGBoost,467110.59375
440000.0,XGBoost,420131.59375
1395000.0,XGBoost,1627883.875
465000.0,XGBoost,456967.09375
799000.0,XGBoost,366240.90625
317500.0,XGBoost,294550.96875
370000.0,XGBoost,377220.34375
2900000.0,XGBoost,2908120.5
156000.0,XGBoost,183563.09375
285000.0,XGBoost,277198.40625
650000.0,XGBoost,609664.6875
634000.0,XGBoost,650986.875
825000.0,XGBoost,404164.53125
479000.0,XGBoost,395243.25
164000.0,XGBoost,187764.9375
555000.0,XGBoost,638476.0
920000.0,XGBoost,796660.0625
1395000.0,XGBoost,1374814.125
240000.0,XGBoost,369376.75
340000.0,XGBoost,318200.15625
465000.0,XGBoost,404605.34375
622500.0,XGBoost,617800.25
708000.0,XGBoost,611284.3125
420000.0,XGBoost,287340.5
225000.0,XGBoost,238053.546875
951000.0,XGBoost,1039490.5625
729032.0,XGBoost,793760.875
880000.0,XGBoost,948613.125
257000.0,XGBoost,285702.6875
270000.0,XGBoost,270878.875
536500.0,XGBoost,552296.8125
905000.0,XGBoost,959719.125
855000.0,XGBoost,846144.25
379950.0,XGBoost,371411.03125
350000.0,XGBoost,376412.46875
880000.0,XGBoost,887643.375
459000.0,XGBoost,412424.5625
562000.0,XGBoost,520832.71875
615000.0,XGBoost,692145.625
315000.0,XGBoost,305302.03125
570000.0,XGBoost,551962.4375
625000.0,XGBoost,663656.8125
135000.0,XGBoost,128345.3203125
199000.0,XGBoost,217718.75
319000.0,XGBoost,263239.78125
502000.0,XGBoost,529216.25
700000.0,XGBoost,674276.3125
599950.0,XGBoost,553070.5625
90000.0,XGBoost,247755.6875
349950.0,XGBoost,338961.09375
646000.0,XGBoost,635312.125
500000.0,XGBoost,603045.3125
295000.0,XGBoost,365560.46875
1375000.0,XGBoost,1299548.0
457000.0,XGBoost,459418.9375
255000.0,XGBoost,272896.9375
380000.0,XGBoost,341134.21875
310000.0,XGBoost,318535.34375
2288000.0,XGBoost,2190927.0
970000.0,XGBoost,1072948.0
790000.0,XGBoost,556178.5625
302500.0,XGBoost,285914.4375
490000.0,XGBoost,554170.3125
699000.0,XGBoost,959405.1875
384000.0,XGBoost,381202.34375
392500.0,XGBoost,387086.53125
1360000.0,XGBoost,1161990.25
277140.0,XGBoost,399546.15625
319000.0,XGBoost,329158.03125
270000.0,XGBoost,228241.0625
265000.0,XGBoost,339056.78125
475000.0,XGBoost,579458.8125
270000.0,XGBoost,287489.90625
479000.0,XGBoost,498880.0625
635000.0,XGBoost,638225.8125
333000.0,XGBoost,360924.4375
1000000.0,XGBoost,999526.375
303000.0,XGBoost,296920.90625
328000.0,XGBoost,318252.34375
550000.0,XGBoost,646134.0
250600.0,XGBoost,267403.84375
400000.0,XGBoost,411054.1875
229000.0,XGBoost,243805.515625
340000.0,XGBoost,304006.53125
380000.0,XGBoost,351603.0
749950.0,XGBoost,661991.1875
225000.0,XGBoost,251241.203125
357500.0,XGBoost,388865.125
770000.0,XGBoost,940583.0625
559900.0,XGBoost,463269.15625
810000.0,XGBoost,903561.0625
255000.0,XGBoost,261106.3125
542000.0,XGBoost,440340.28125
240000.0,XGBoost,315949.5
610000.0,XGBoost,532773.1875
512000.0,XGBoost,443412.78125
294000.0,XGBoost,302595.28125
549000.0,XGBoost,512604.9375
797000.0,XGBoost,825485.375
952000.0,XGBoost,933570.5
265000.0,XGBoost,223329.6875
750000.0,XGBoost,735184.1875
1150000.0,XGBoost,1241660.875
470000.0,XGBoost,408401.75
255000.0,XGBoost,267531.375
420000.0,XGBoost,485955.34375
377500.0,XGBoost,368610.3125
865000.0,XGBoost,783632.375
599995.0,XGBoost,540410.75
775000.0,XGBoost,793952.3125
283748.0,XGBoost,247415.703125
235000.0,XGBoost,222756.21875
677000.0,XGBoost,611042.5
325000.0,XGBoost,295135.5625
950000.0,XGBoost,750253.75
420000.0,XGBoost,384061.0
350000.0,XGBoost,386574.125
433500.0,XGBoost,504863.25
482500.0,XGBoost,508832.15625
715000.0,XGBoost,772287.875
560000.0,XGBoost,559855.25
360000.0,XGBoost,347371.5
1275000.0,XGBoost,1202653.625
250000.0,XGBoost,336101.09375
393000.0,XGBoost,371567.25
277000.0,XGBoost,239796.421875
464600.0,XGBoost,462767.9375
480000.0,XGBoost,455254.1875
300000.0,XGBoost,288022.59375
378000.0,XGBoost,337270.1875
613000.0,XGBoost,468340.84375
422000.0,XGBoost,433127.90625
255000.0,XGBoost,214765.453125
661000.0,XGBoost,543290.0
1940000.0,XGBoost,1720355.875
455000.0,XGBoost,455927.625
240000.0,XGBoost,221345.4375
750000.0,XGBoost,874834.75
615000.0,XGBoost,576923.9375
419500.0,XGBoost,421874.875
931088.0,XGBoost,887988.75
234000.0,XGBoost,257331.0
245000.0,XGBoost,224635.234375
639000.0,XGBoost,569418.9375
500000.0,XGBoost,545823.3125
467100.0,XGBoost,500235.96875
240500.0,XGBoost,249436.828125
1660000.0,XGBoost,1592081.625
325000.0,XGBoost,295005.25
395000.0,XGBoost,440550.3125
235000.0,XGBoost,227579.65625
452000.0,XGBoost,469744.9375
396900.0,XGBoost,392598.125
239900.0,XGBoost,236162.03125
455000.0,XGBoost,447213.6875
260000.0,XGBoost,266115.28125
329950.0,XGBoost,318618.625
311850.0,XGBoost,318463.375
419950.0,XGBoost,360066.3125
1096500.0,XGBoost,1037160.625
535000.0,XGBoost,396684.25
339275.0,XGBoost,359420.3125
399000.0,XGBoost,421654.875
234000.0,XGBoost,246625.09375
1565000.0,XGBoost,1391298.625
230000.0,XGBoost,225824.359375
1600000.0,XGBoost,1582750.125
549995.0,XGBoost,521744.9375
403950.0,XGBoost,449633.28125
533000.0,XGBoost,517353.53125
399000.0,XGBoost,370751.71875
760000.0,XGBoost,769191.125
217000.0,XGBoost,255762.234375
639000.0,XGBoost,546767.875
670000.0,XGBoost,598765.6875
490000.0,XGBoost,446456.0
615000.0,XGBoost,544497.0
264950.0,XGBoost,272926.875
275000.0,XGBoost,278050.9375
382000.0,XGBoost,413165.84375
630000.0,XGBoost,571952.4375
515000.0,XGBoost,451363.0
291970.0,XGBoost,209513.703125
466750.0,XGBoost,453649.75
845000.0,XGBoost,780575.75
290000.0,XGBoost,283584.25
635000.0,XGBoost,550197.625
735000.0,XGBoost,729161.8125
998000.0,XGBoost,910580.0
775000.0,XGBoost,647723.3125
565000.0,XGBoost,687128.875
274950.0,XGBoost,291647.0625
660000.0,XGBoost,568384.3125
575000.0,XGBoost,475690.6875
530000.0,XGBoost,514314.84375
242150.0,XGBoost,241697.4375
692500.0,XGBoost,723853.875
675000.0,XGBoost,677991.75
827500.0,XGBoost,713521.0625
410000.0,XGBoost,403574.46875
230000.0,XGBoost,252924.546875
194250.0,XGBoost,248180.640625
350000.0,XGBoost,345339.4375
365000.0,XGBoost,378137.6875
825000.0,XGBoost,847664.3125
438800.0,XGBoost,463119.34375
506000.0,XGBoost,510775.5
495000.0,XGBoost,546439.5
448500.0,XGBoost,432781.0625
378500.0,XGBoost,459586.78125
213000.0,XGBoost,253765.3125
380000.0,XGBoost,342153.375
199990.0,XGBoost,179510.0
440000.0,XGBoost,494248.21875
675000.0,XGBoost,535241.125
835000.0,XGBoost,713027.875
655000.0,XGBoost,589537.25
118000.0,XGBoost,199117.359375
321000.0,XGBoost,327046.25
727500.0,XGBoost,709471.625
379500.0,XGBoost,371266.53125
232000.0,XGBoost,241583.84375
265000.0,XGBoost,209928.703125
389000.0,XGBoost,373553.03125
289571.0,XGBoost,291930.0625
312500.0,XGBoost,325718.4375
287000.0,XGBoost,265760.71875
571000.0,XGBoost,526898.25
345000.0,XGBoost,433115.5
720500.0,XGBoost,750771.9375
370000.0,XGBoost,496819.96875
507000.0,XGBoost,535732.875
471275.0,XGBoost,445048.0625
550000.0,XGBoost,515377.34375
980000.0,XGBoost,1346787.375
287450.0,XGBoost,264578.0
3200000.0,XGBoost,2242218.5
385000.0,XGBoost,390636.25
529000.0,XGBoost,562333.8125
240000.0,XGBoost,277668.5625
250000.0,XGBoost,243575.921875
475000.0,XGBoost,414579.25
300000.0,XGBoost,314694.625
370000.0,XGBoost,393394.90625
301000.0,XGBoost,331526.78125
480000.0,XGBoost,440141.71875
515000.0,XGBoost,528793.0
290000.0,XGBoost,294397.09375
420000.0,XGBoost,339945.25
253000.0,XGBoost,240780.40625
280000.0,XGBoost,296083.65625
725000.0,XGBoost,720145.3125
1275000.0,XGBoost,1382227.375
339888.0,XGBoost,324852.0
580000.0,XGBoost,614806.875
380000.0,XGBoost,357722.5
1400000.0,XGBoost,1524469.25
288000.0,XGBoost,246527.28125
315000.0,XGBoost,317597.15625
340500.0,XGBoost,415198.875
279950.0,XGBoost,274749.71875
299950.0,XGBoost,341208.0625
940000.0,XGBoost,1052727.125
373000.0,XGBoost,357045.9375
270000.0,XGBoost,317088.71875
300000.0,XGBoost,296357.9375
476800.0,XGBoost,611036.0625
450000.0,XGBoost,408008.59375
659000.0,XGBoost,536259.875
370000.0,XGBoost,376738.90625
1075000.0,XGBoost,846794.0625
238950.0,XGBoost,155869.546875
2950000.0,XGBoost,3064059.5
332000.0,XGBoost,416188.78125
246000.0,XGBoost,263423.625
990000.0,XGBoost,1033431.4375
340000.0,XGBoost,315226.28125
475000.0,XGBoost,360796.78125
202500.0,XGBoost,238388.859375
170000.0,XGBoost,205199.328125
690000.0,XGBoost,672603.875
1065000.0,XGBoost,957198.1875
850000.0,XGBoost,895585.1875
382000.0,XGBoost,337393.09375
822000.0,XGBoost,711754.0
479000.0,XGBoost,488948.21875
115000.0,XGBoost,213102.0625
999000.0,XGBoost,962200.875
260000.0,XGBoost,255726.875
249000.0,XGBoost,262895.84375
975000.0,XGBoost,609608.875
490000.0,XGBoost,512128.9375
650000.0,XGBoost,797382.1875
530000.0,XGBoost,472716.3125
727500.0,XGBoost,770546.5
775000.0,XGBoost,511799.40625
920000.0,XGBoost,1001399.25
249500.0,XGBoost,251719.921875
330000.0,XGBoost,330254.15625
515000.0,XGBoost,434952.90625
300000.0,XGBoost,377301.96875
335000.0,XGBoost,368096.75
620000.0,XGBoost,568300.875
470000.0,XGBoost,469975.25
437000.0,XGBoost,437453.03125
315000.0,XGBoost,220782.984375
412450.0,XGBoost,557649.75
396000.0,XGBoost,341226.28125
600000.0,XGBoost,583719.5625
232000.0,XGBoost,241191.796875
278500.0,XGBoost,253922.6875
345000.0,XGBoost,347321.15625
640000.0,XGBoost,756042.1875
249950.0,XGBoost,235018.4375
327000.0,XGBoost,316952.65625
390000.0,XGBoost,397313.0625
402000.0,XGBoost,498614.65625
439000.0,XGBoost,535819.25
595000.0,XGBoost,651954.875
321000.0,XGBoost,327289.03125
320000.0,XGBoost,327885.375
408000.0,XGBoost,405076.34375
147000.0,XGBoost,241703.671875
608500.0,XGBoost,573856.5
749700.0,XGBoost,450780.5625
475000.0,XGBoost,529928.9375
170000.0,XGBoost,154584.015625
840000.0,XGBoost,846266.0625
432500.0,XGBoost,456496.6875
569950.0,XGBoost,602216.0
178500.0,XGBoost,185809.0625
269000.0,XGBoost,276383.03125
245500.0,XGBoost,299736.6875
210000.0,XGBoost,305049.15625
572650.0,XGBoost,548343.8125
275000.0,XGBoost,301019.15625
250800.0,XGBoost,288549.34375
575000.0,XGBoost,592461.3125
238000.0,XGBoost,332187.28125
338000.0,XGBoost,326904.375
535000.0,XGBoost,332756.78125
705000.0,XGBoost,634423.9375
750000.0,XGBoost,744709.875
678000.0,XGBoost,659964.5625
198000.0,XGBoost,189041.890625
400000.0,XGBoost,467849.28125
335000.0,XGBoost,304212.15625
289200.0,XGBoost,332431.34375
649000.0,XGBoost,682726.3125
357500.0,XGBoost,355518.96875
780000.0,XGBoost,691687.0625
249000.0,XGBoost,290311.1875
432500.0,XGBoost,459257.3125
300000.0,XGBoost,279169.53125
455000.0,XGBoost,337362.5
962000.0,XGBoost,770285.6875
1180500.0,XGBoost,780951.875
500000.0,XGBoost,443315.96875
678500.0,XGBoost,479331.5
1070000.0,XGBoost,972049.3125
690000.0,XGBoost,664326.75
265000.0,XGBoost,257290.75
769995.0,XGBoost,738323.5625
1650000.0,XGBoost,1603012.75
971000.0,XGBoost,867339.9375
395000.0,XGBoost,378763.90625
383150.0,XGBoost,314740.84375
449000.0,XGBoost,439735.1875
140000.0,XGBoost,209210.59375
329000.0,XGBoost,401697.1875
1256500.0,XGBoost,1019488.125
450000.0,XGBoost,446153.84375
257500.0,XGBoost,242718.859375
161000.0,XGBoost,238120.765625
435000.0,XGBoost,534109.625
375000.0,XGBoost,361570.75
648752.0,XGBoost,764288.3125
619500.0,XGBoost,739836.125
270000.0,XGBoost,247580.21875
570000.0,XGBoost,428944.90625
510000.0,XGBoost,552870.6875
480000.0,XGBoost,469038.96875
202000.0,XGBoost,190068.5
415000.0,XGBoost,420410.96875
222000.0,XGBoost,238049.921875
490000.0,XGBoost,515238.3125
325000.0,XGBoost,323524.09375
375000.0,XGBoost,366476.75
420000.0,XGBoost,423601.21875
435000.0,XGBoost,391426.09375
1035000.0,XGBoost,978860.75
345000.0,XGBoost,422869.03125
965800.0,XGBoost,942848.125
370000.0,XGBoost,526725.9375
555000.0,XGBoost,512822.0
339000.0,XGBoost,316847.1875
237500.0,XGBoost,254468.375
561000.0,XGBoost,463649.21875
320000.0,XGBoost,343920.9375
475000.0,XGBoost,443525.71875
430000.0,XGBoost,407028.46875
208500.0,XGBoost,168102.25
250000.0,XGBoost,218361.484375
411753.0,XGBoost,447044.8125
392000.0,XGBoost,409974.78125
550700.0,XGBoost,545376.875
340000.0,XGBoost,361412.1875
424950.0,XGBoost,462455.15625
515000.0,XGBoost,457800.71875
1135000.0,XGBoost,965352.625
669000.0,XGBoost,609310.125
349000.0,XGBoost,334076.34375
3567000.0,XGBoost,2674192.75
565000.0,XGBoost,518763.5625
305000.0,XGBoost,286405.40625
273000.0,XGBoost,248210.0
630000.0,XGBoost,624097.5
675000.0,XGBoost,708659.5
365000.0,XGBoost,393899.0625
656000.0,XGBoost,566395.25
278000.0,XGBoost,337013.25
373000.0,XGBoost,392187.59375
485000.0,XGBoost,512338.5625
550000.0,XGBoost,618766.6875
349000.0,XGBoost,319598.5625
315500.0,XGBoost,358820.3125
399000.0,XGBoost,386520.28125
375000.0,XGBoost,374805.9375
255000.0,XGBoost,169185.765625
1900000.0,XGBoost,1804930.375
810000.0,XGBoost,525588.375
594000.0,XGBoost,552055.625
661000.0,XGBoost,575218.125
350000.0,XGBoost,531026.6875
1350000.0,XGBoost,1484543.625
363500.0,XGBoost,300519.5
228000.0,XGBoost,278046.15625
230000.0,XGBoost,288176.96875
350000.0,XGBoost,335241.59375
800500.0,XGBoost,731203.5625
558000.0,XGBoost,577275.6875
359000.0,XGBoost,429500.78125
205000.0,XGBoost,244450.90625
670000.0,XGBoost,717268.0625
84000.0,XGBoost,178853.65625
309000.0,XGBoost,315984.15625
382000.0,XGBoost,342411.5625
1195000.0,XGBoost,868028.4375
630000.0,XGBoost,648239.3125
336900.0,XGBoost,375049.0625
275000.0,XGBoost,273081.78125
359000.0,XGBoost,306463.9375
257000.0,XGBoost,254947.625
230000.0,XGBoost,210526.96875
456000.0,XGBoost,495369.84375
620000.0,XGBoost,528168.5625
1415000.0,XGBoost,1652526.375
1062500.0,XGBoost,815493.1875
275000.0,XGBoost,270192.34375
253500.0,XGBoost,310402.78125
515000.0,XGBoost,312599.34375
595000.0,XGBoost,604158.0
605000.0,XGBoost,542960.0625
799000.0,XGBoost,813118.4375
279900.0,XGBoost,306698.71875
575000.0,XGBoost,529243.0625
380500.0,XGBoost,330173.8125
333000.0,XGBoost,305070.65625
550000.0,XGBoost,580280.5625
312500.0,XGBoost,285411.0
525000.0,XGBoost,473814.875
400000.0,XGBoost,448933.1875
182500.0,XGBoost,234626.53125
365000.0,XGBoost,335294.96875
490000.0,XGBoost,510616.1875
642860.0,XGBoost,587699.375
400000.0,XGBoost,505708.96875
315000.0,XGBoost,357962.0625
445000.0,XGBoost,527898.625
305000.0,XGBoost,289712.9375
479950.0,XGBoost,415807.5625
426000.0,XGBoost,399100.25
501000.0,XGBoost,513445.9375
370000.0,XGBoost,384376.125
260000.0,XGBoost,248298.546875
210000.0,XGBoost,188476.828125
334000.0,XGBoost,354203.53125
1320000.0,XGBoost,1307425.5
347950.0,XGBoost,323024.03125
312500.0,XGBoost,294500.40625
900000.0,XGBoost,1040754.375
337000.0,XGBoost,384596.90625
465000.0,XGBoost,377804.59375
169900.0,XGBoost,166205.765625
294900.0,XGBoost,318250.53125
468000.0,XGBoost,439315.15625
820000.0,XGBoost,786159.375
699000.0,XGBoost,752744.1875
400000.0,XGBoost,385914.78125
515000.0,XGBoost,594622.4375
805000.0,XGBoost,769979.4375
210000.0,XGBoost,320450.625
425000.0,XGBoost,439517.5625
350000.0,XGBoost,535482.125
476000.0,XGBoost,417444.90625
539900.0,XGBoost,485017.34375
475000.0,XGBoost,457884.9375
271500.0,XGBoost,291106.03125
550000.0,XGBoost,513043.09375
372220.0,XGBoost,448470.59375
913000.0,XGBoost,885907.9375
465950.0,XGBoost,425809.8125
148000.0,XGBoost,219601.125
260000.0,XGBoost,233939.484375
370000.0,XGBoost,356245.625
550000.0,XGBoost,396805.6875
510000.0,XGBoost,501869.1875
367500.0,XGBoost,325189.84375
403000.0,XGBoost,393163.53125
200126.0,XGBoost,294408.59375
450000.0,XGBoost,824379.25
374990.0,XGBoost,386007.15625
255000.0,XGBoost,250943.34375
471000.0,XGBoost,512210.5625
206000.0,XGBoost,213737.890625
845800.0,XGBoost,952473.0625
300000.0,XGBoost,263294.53125
925000.0,XGBoost,914102.0625
250000.0,XGBoost,259012.609375
175000.0,XGBoost,282126.46875
250000.0,XGBoost,313122.0625
250000.0,XGBoost,249019.453125
720000.0,XGBoost,833340.625
425000.0,XGBoost,401771.46875
566000.0,XGBoost,518301.71875
1940000.0,XGBoost,2154875.25
225000.0,XGBoost,338976.625
635000.0,XGBoost,660067.875
402000.0,XGBoost,477073.65625
335000.0,XGBoost,328357.875
839000.0,XGBoost,698651.4375
440500.0,XGBoost,450223.25
805000.0,XGBoost,811657.25
300000.0,XGBoost,300144.84375
305000.0,XGBoost,282989.3125
689000.0,XGBoost,442242.96875
408000.0,XGBoost,411245.875
1568000.0,XGBoost,1374230.875
240000.0,XGBoost,222476.609375
325000.0,XGBoost,369744.375
405600.0,XGBoost,393422.71875
740000.0,XGBoost,632309.25
233000.0,XGBoost,268325.5
463000.0,XGBoost,417427.40625
235000.0,XGBoost,247515.75
280000.0,XGBoost,261732.84375
110000.0,XGBoost,168754.546875
235000.0,XGBoost,336305.375
313300.0,XGBoost,374298.71875
620000.0,XGBoost,581858.1875
865000.0,XGBoost,928553.75
169000.0,XGBoost,184954.28125
465000.0,XGBoost,507756.03125
390000.0,XGBoost,307470.6875
454450.0,XGBoost,431189.625
1135250.0,XGBoost,1026519.25
325000.0,XGBoost,292327.625
646800.0,XGBoost,642198.6875
430000.0,XGBoost,434792.8125
450000.0,XGBoost,448761.96875
1735000.0,XGBoost,1855159.5
455000.0,XGBoost,445001.8125
437718.0,XGBoost,401343.34375
374000.0,XGBoost,464121.6875
999000.0,XGBoost,763707.6875
1051000.0,XGBoost,938014.0
379950.0,XGBoost,360405.40625
1620000.0,XGBoost,1504791.625
1050000.0,XGBoost,1190727.625
965000.0,XGBoost,1099837.75
590000.0,XGBoost,520126.40625
